Product Name,Original Price,Final Price,Discount,Ratings,Total Reviews,Company,Total Ratings,Total Reviews Extracted
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,40528.0,25990.0,35,4.1,655 Ratings & 31 Reviews,HP,655,31
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,54990.0,36990.0,32,4.3,"12,142 Ratings & 950 Reviews",ASUS,12142,950
Ultimus Neo Intel Core i3 10th Gen 1035G4 - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-SG Thin an...,35999.0,20990.0,41,3.9,14 Ratings & 1 Reviews,Ultimus,14,1
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,80090.0,57990.0,27,4.2,"1,244 Ratings & 95 Reviews",Lenovo,1244,95
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,55990.0,31290.0,44,4.1,180 Ratings & 14 Reviews,HP,180,14
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,65768.0,36749.0,44,4.1,741 Ratings & 54 Reviews,Lenovo,741,54
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB...,33999.0,16990.0,50,3.8,"2,167 Ratings & 154 Reviews",Acer,2167,154
CHUWI Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) CoreBook X_Pro Laptop,59990.0,32990.0,45,0.0,nan,CHUWI,0,0
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,24990.0,12990.0,48,4.2,"3,004 Ratings & 889 Reviews",Primebook,3004,889
HP 250 G9 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 250 G9 Thin and Light Lapt...,27734.0,23490.0,15,4.1,38 Ratings & 2 Reviews,HP,38,2
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 24...,40528.0,25490.0,37,4.2,122 Ratings & 10 Reviews,HP,122,10
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,44990.0,24990.0,44,3.8,73 Ratings & 19 Reviews,Thomson,73,19
Apple 2020 Macbook Air Apple M1 - (16 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,109900.0,102990.0,6,4.7,919 Ratings & 93 Reviews,Apple,919,93
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,111890.0,82690.0,26,4.4,141 Ratings & 25 Reviews,Lenovo,141,25
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ524WS Thin...,74990.0,45949.0,38,0.0,nan,ASUS,0,0
HP 250 G9 Intel Celeron Dual Core 12th Gen 4500u - (8 GB/256 GB SSD/DOS) 8Y2Y9PA Laptop,30900.0,23390.0,24,3.5,128 Ratings & 11 Reviews,HP,128,11
"Acer Aspire Lite with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home...",67000.0,46990.0,29,4.3,56 Ratings & 6 Reviews,Acer,56,6
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,83990.0,39990.0,52,4.4,872 Ratings & 134 Reviews,ASUS,872,134
HP G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) 2...,53990.0,34200.0,36,3.7,50 Ratings & 4 Reviews,HP,50,4
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,42890.0,31990.0,25,4.1,36 Ratings & 5 Reviews,Acer,36,5
HP G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) 2...,53990.0,34200.0,36,3.7,50 Ratings & 4 Reviews,HP,50,4
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,48827.0,37490.0,23,4.1,310 Ratings & 26 Reviews,DELL,310,26
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,35999.0,22400.0,37,3.7,570 Ratings & 43 Reviews,Acer,570,43
DELL Inspiron 5440 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thi...,77768.0,62990.0,19,4.6,5 Ratings & 1 Reviews,DELL,5,1
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,79999.0,52990.0,33,4.3,"1,820 Ratings & 133 Reviews",Acer,1820,133
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...",54990.0,32700.0,40,4.3,"12,142 Ratings & 950 Reviews",ASUS,12142,950
Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,59990.0,32990.0,45,4.1,142 Ratings & 58 Reviews,Thomson,142,58
Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,63990.0,49990.0,21,4.2,351 Ratings & 37 Reviews,Acer,351,37
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,64990.0,46990.0,27,3.7,203 Ratings & 11 Reviews,Acer,203,11
DELL Inspiron 3535 MSO 2024 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 0IN3535100...,48982.0,37490.0,23,4.1,7 Ratings & 0 Reviews,DELL,7,0
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busines...,47990.0,30990.0,35,4.3,109 Ratings & 14 Reviews,MSI,109,14
HP Pavilion Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Lig...,83705.0,67990.0,18,4.3,"1,286 Ratings & 84 Reviews",HP,1286,84
MSI Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1205IN Thin and L...,44990.0,28990.0,35,4.6,15 Ratings & 1 Reviews,MSI,15,1
ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS Thin and Ligh...,72990.0,53899.0,26,3.8,11 Ratings & 0 Reviews,ASUS,11,0
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and...,54990.0,36990.0,32,4.1,"1,457 Ratings & 189 Reviews",Acer,1457,189
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,59990.0,38990.0,35,4.1,"1,457 Ratings & 189 Reviews",Acer,1457,189
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,75990.0,58990.0,22,4.3,778 Ratings & 62 Reviews,ASUS,778,62
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,104490.0,70371.0,32,4.3,"1,466 Ratings & 131 Reviews",Lenovo,1466,131
Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ...,58187.0,30300.0,47,4.1,477 Ratings & 24 Reviews,Lenovo,477,24
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,84999.0,54990.0,35,4.3,"1,820 Ratings & 133 Reviews",Acer,1820,133
DELL Inspiron 5630 Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5630 Lap...,77768.0,63490.0,18,5.0,7 Ratings & 2 Reviews,DELL,7,2
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light La...,72500.0,32900.0,54,4.0,10 Ratings & 1 Reviews,HP,10,1
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,87390.0,57990.0,33,4.3,384 Ratings & 24 Reviews,Lenovo,384,24
DELL Vostro 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and...,56490.0,38990.0,30,4.1,64 Ratings & 8 Reviews,DELL,64,8
Lenovo MSO'2024 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Light...,61990.0,36990.0,40,4.2,"4,227 Ratings & 376 Reviews",Lenovo,4227,376
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321...,74990.0,44990.0,40,4.4,"3,472 Ratings & 374 Reviews",ASUS,3472,374
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,74109.0,53522.0,27,4.4,"2,476 Ratings & 199 Reviews",ASUS,2476,199
DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home) In...,50990.0,29989.0,41,4.3,187 Ratings & 7 Reviews,DELL,187,7
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK325WS Th...,86990.0,59990.0,31,4.3,145 Ratings & 11 Reviews,ASUS,145,11
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,108799.0,64990.0,40,4.3,803 Ratings & 49 Reviews,ASUS,803,49
Acer Swift Go 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01-X9C8 Thin and Light L...,20990.0,14990.0,28,4.4,101 Ratings & 22 Reviews,Acer,101,22
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,70990.0,33700.0,52,4.1,"1,400 Ratings & 392 Reviews",Primebook,1400,392
DELL Latitude 3540 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,82414.0,72990.0,11,0.0,nan,DELL,0,0
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,52990.0,32990.0,37,4.4,55 Ratings & 3 Reviews,HP,55,3
MSI Modern 14 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN T...,61990.0,36990.0,40,4.3,"2,853 Ratings & 313 Reviews",MSI,2853,313
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK322...,74990.0,44990.0,40,4.4,"3,472 Ratings & 374 Reviews",ASUS,3472,374
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK523...,128990.0,102990.0,20,4.4,"2,476 Ratings & 199 Reviews",ASUS,2476,199
MSI Prestige 13 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,61990.0,36990.0,40,5.0,4 Ratings & 0 Reviews,MSI,4,0
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323...,99999.0,64990.0,35,4.4,"3,472 Ratings & 374 Reviews",ASUS,3472,374
Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,52990.0,36990.0,30,4.2,164 Ratings & 30 Reviews,Colorful,164,30
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,68790.0,50090.0,27,4.3,"1,786 Ratings & 176 Reviews",MSI,1786,176
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,76990.0,99900.0,20,4.3,470 Ratings & 57 Reviews,Lenovo,470,57
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW0Y3HN/A,62990.0,61190.0,39,4.6,90 Ratings & 16 Reviews,Apple,90,16
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- ey2001au Thin and Light Lapto...,85999.0,37990.0,32,4.2,835 Ratings & 56 Reviews,HP,835,56
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,-1486.923076923077,57990.0,40,0.0,nan,MSI,0,0
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,79197.74998715534,60695.554393305436,30,4.1,29 Ratings & 1 Reviews,ASUS,29,1
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,79197.74998715534,60695.554393305436,37,4.4,471 Ratings & 47 Reviews,Acer,471,47
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thi...,64990.0,39990.0,38,4.4,"3,069 Ratings & 339 Reviews",MSI,3069,339
Apple MacBook Air Apple M4 - (16 GB/512 GB SSD/macOS Sequoia) MW0X3HN/A,87499.0,119900.0,21,4.6,90 Ratings & 16 Reviews,Apple,90,16
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,99590.0,68990.0,18,4.3,272 Ratings & 39 Reviews,Acer,272,39
Apple MacBook Air Apple M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6C4HN/A,66090.0,139900.0,30,4.6,90 Ratings & 16 Reviews,Apple,90,16
HP Pro G10 Intel Core i7 13th Gen 1335U Turbo Boost Technoly - (32 GB/1 TB SSD/Windows 11 Pro/1 GB Gra...,89999.0,80980.0,33,4.6,14 Ratings & 3 Reviews,HP,14,3
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,89999.0,45990.0,35,4.2,"2,002 Ratings & 102 Reviews",Lenovo,2002,102
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,56831.0,59990.0,22,4.3,942 Ratings & 84 Reviews,Acer,942,84
Colorful XS Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,69990.0,57990.0,57,4.3,126 Ratings & 29 Reviews,Colorful,126,29
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,64990.0,43990.0,26,4.0,24 Ratings & 4 Reviews,HP,24,4
Infinix Y3 Max Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,75990.0,29990.0,28,4.2,283 Ratings & 52 Reviews,Infinix,283,52
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN /...,77990.0,47990.0,21,4.2,160 Ratings & 21 Reviews,MSI,160,21
MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,62963.0,53989.0,28,3.9,19 Ratings & 4 Reviews,MSI,19,4
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,72190.0,61190.0,39,4.3,3 Ratings & 0 Reviews,ASUS,3,0
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,35999.0,44900.0,31,4.2,302 Ratings & 13 Reviews,HP,302,13
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and...,64999.0,43990.0,30,4.0,401 Ratings & 23 Reviews,Lenovo,401,23
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,174890.0,24800.0,37,4.0,694 Ratings & 46 Reviews,Lenovo,694,46
"Acer Aspire Lite with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Ho...",29990.0,44990.0,15,4.3,56 Ratings & 6 Reviews,Acer,56,6
Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,52500.0,109990.0,20,4.6,160 Ratings & 18 Reviews,Lenovo,160,18
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,48890.0,25490.0,38,3.8,193 Ratings & 27 Reviews,Acer,193,27
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ542WS T...,86590.0,41810.0,34,0.0,nan,ASUS,0,0
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,79990.0,29990.0,13,4.1,76 Ratings & 6 Reviews,DELL,76,6
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,111990.0,56470.0,19,4.3,715 Ratings & 46 Reviews,Lenovo,715,46
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...",-2396.206896551724,69490.0,30,4.3,135 Ratings & 11 Reviews,DELL,135,11
MSI Prestige 13 Evo AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,-4499.5,89990.0,21,4.0,4 Ratings & 0 Reviews,MSI,4,0
DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and...,62415.0,45990.0,26,4.2,67 Ratings & 1 Reviews,DELL,67,1
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,77566.0,62990.0,18,4.4,55 Ratings & 3 Reviews,HP,55,3
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,92999.0,74990.0,19,4.3,593 Ratings & 78 Reviews,Acer,593,78
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,50648.0,25999.0,48,4.0,953 Ratings & 65 Reviews,HP,953,65
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5541WS ...,55990.0,41990.0,25,4.2,"2,162 Ratings & 143 Reviews",ASUS,2162,143
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0063TU Thin and Light Laptop,49995.0,35990.0,28,4.6,11 Ratings & 1 Reviews,HP,11,1
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,62527.0,49999.0,20,4.2,302 Ratings & 13 Reviews,HP,302,13
Lenovo V14 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Pro) V14 G2-ITL Business Laptop,49000.0,32000.0,34,4.8,12 Ratings & 3 Reviews,Lenovo,12,3
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,71773.0,54990.0,23,4.0,233 Ratings & 9 Reviews,HP,233,9
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin a...,69999.0,39990.0,42,4.3,792 Ratings & 93 Reviews,Acer,792,93
Lenovo Intel Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop,39251.0,23900.0,39,3.7,287 Ratings & 17 Reviews,Lenovo,287,17
Acer Aspire Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light L...,29999.0,21999.0,26,3.9,"2,005 Ratings & 164 Reviews",Acer,2005,164
HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin an...,51999.0,29990.0,42,3.9,41 Ratings & 5 Reviews,HP,41,5
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,47990.0,31990.0,33,4.3,"1,657 Ratings & 182 Reviews",MSI,1657,182
Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,52990.0,32890.0,37,4.0,43 Ratings & 2 Reviews,Lenovo,43,2
HP 250R G9 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 42V68PA Thin and Light Lap...,44253.0,32792.0,25,4.2,177 Ratings & 14 Reviews,HP,177,14
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,61990.0,36990.0,40,4.4,"3,069 Ratings & 339 Reviews",MSI,3069,339
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,55190.0,35990.0,34,4.2,77 Ratings & 3 Reviews,Lenovo,77,3
Lenovo ThinkBook 16 G6 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 16 G...,44527.0,73800.0,15,4.2,260 Ratings & 30 Reviews,Lenovo,260,30
DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin...,72490.0,37490.0,27,3.3,4 Ratings & 0 Reviews,DELL,4,0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,74990.0,52590.0,52,3.8,14 Ratings & 1 Reviews,Lenovo,14,1
HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15 G9 Thin and Light ...,49169.0,35490.0,26,0.0,nan,HP,0,0
DELL MSO'2024 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and ...,44990.0,35990.0,42,4.1,98 Ratings & 6 Reviews,DELL,98,6
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,-787.5757575757576,25990.0,34,4.0,68 Ratings & 6 Reviews,Acer,68,6
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home...",78653.0,58690.0,25,4.2,655 Ratings & 34 Reviews,DELL,655,34
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,55190.0,34990.0,36,4.2,"1,720 Ratings & 96 Reviews",Lenovo,1720,96
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,67990.0,41500.0,38,4.3,"1,786 Ratings & 176 Reviews",MSI,1786,176
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,64990.0,38990.0,40,4.2,334 Ratings & 57 Reviews,Infinix,334,57
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,146890.0,99900.0,31,4.3,142 Ratings & 18 Reviews,Lenovo,142,18
HP 245 G8 AMD Ryzen 5 Quad Core 3500u - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business Laptop,48990.0,32990.0,32,3.9,55 Ratings & 6 Reviews,HP,55,6
HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,74495.0,35990.0,51,4.0,179 Ratings & 9 Reviews,HP,179,9
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-072IN Thin...,62990.0,36990.0,41,4.4,"3,069 Ratings & 339 Reviews",MSI,3069,339
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,64990.0,44990.0,30,3.7,203 Ratings & 11 Reviews,Acer,203,11
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,64890.0,46701.0,28,4.0,54 Ratings & 6 Reviews,DELL,54,6
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,99900.0,83990.0,15,4.7,"17,356 Ratings & 1,077 Reviews",Apple,17356,1077
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7U4HN/A,99900.0,92990.0,6,4.7,"17,356 Ratings & 1,077 Reviews",Apple,17356,1077
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,94990.0,74990.0,21,4.7,10 Ratings & 1 Reviews,MSI,10,1
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,124790.0,87990.0,29,4.5,847 Ratings & 63 Reviews,Lenovo,847,63
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,59990.0,32990.0,45,4.2,398 Ratings & 49 Reviews,Infinix,398,49
